time,pm2_5 (μg/m³),pm10 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI),european_aqi_pm2_5 (EAQI),us_aqi (USAQI),us_aqi_pm2_5 (USAQI)
2022-12-17T05:00,31.5,45.1,643.0,5.1,33.2,60.0,80,80,135,135
2022-12-17T06:00,29.0,41.4,625.0,8.4,30.6,58.0,81,81,138,138
2022-12-17T07:00,29.0,41.4,642.0,10.8,30.5,55.0,82,82,141,141
2022-12-17T08:00,28.3,40.4,614.0,9.6,29.6,60.0,79,79,135,135
2022-12-17T09:00,28.3,40.5,575.0,7.8,28.2,68.0,77,77,128,128
2022-12-17T10:00,28.5,40.9,530.0,5.9,26.8,78.0,76,76,123,123
2022-12-17T11:00,28.7,41.3,512.0,5.3,26.5,86.0,75,75,120,120
2022-12-17T12:00,28.3,40.9,501.0,5.1,26.5,93.0,74,74,118,118
2022-12-17T13:00,28.1,40.6,486.0,5.3,26.0,100.0,74,74,116,116
2022-12-17T14:00,27.3,39.7,469.0,6.1,24.6,101.0,73,73,115,115
2022-12-17T15:00,25.4,36.9,450.0,7.2,22.8,99.0,73,73,113,113
2022-12-17T16:00,24.2,35.0,434.0,9.6,20.4,95.0,72,72,112,112
2022-12-17T17:00,24.3,35.0,439.0,13.0,19.0,89.0,71,71,109,109
2022-12-17T18:00,23.1,33.3,452.0,17.2,17.5,81.0,70,70,106,106
2022-12-17T19:00,26.4,38.1,442.0,18.4,16.6,75.0,69,69,102,102
2022-12-17T20:00,24.3,35.2,433.0,16.6,16.3,76.0,67,67,96,96
2022-12-17T21:00,23.1,33.3,421.0,14.2,15.8,77.0,65,65,90,90
2022-12-17T22:00,21.9,31.5,401.0,10.9,15.1,78.0,63,63,87,87
2022-12-17T23:00,21.3,30.6,382.0,8.8,14.8,79.0,63,63,85,85
2022-12-18T00:00,20.4,29.5,361.0,6.6,14.4,81.0,62,62,84,84
2022-12-18T01:00,20.1,28.9,340.0,4.4,14.2,82.0,62,62,83,83
2022-12-18T02:00,20.0,28.9,331.0,3.2,14.1,82.0,62,62,82,82
2022-12-18T03:00,20.3,29.3,327.0,2.3,14.2,82.0,61,61,80,80
2022-12-18T04:00,20.7,29.9,334.0,2.8,14.5,80.0,61,61,79,79
2022-12-18T05:00,21.3,30.9,357.0,5.9,14.9,75.0,60,60,78,78
2022-12-18T06:00,22.5,32.6,391.0,10.5,15.4,69.0,59,59,77,77
2022-12-18T07:00,24.7,35.9,418.0,13.9,16.5,68.0,58,58,76,76
2022-12-18T08:00,25.9,37.7,417.0,11.9,17.1,72.0,57,57,76,76
2022-12-18T09:00,25.0,36.6,414.0,9.1,18.0,79.0,57,57,76,76
2022-12-18T10:00,26.8,39.3,411.0,6.1,18.9,88.0,56,56,76,76
2022-12-18T11:00,27.2,39.7,407.0,4.9,18.8,96.0,56,56,75,75
2022-12-18T12:00,27.8,40.6,401.0,4.3,18.2,104.0,55,55,75,75
2022-12-18T13:00,26.5,38.8,399.0,4.7,17.9,112.0,55,55,75,75
2022-12-18T14:00,27.2,39.7,370.0,3.8,18.0,117.0,55,55,75,75
2022-12-18T15:00,28.2,41.1,335.0,3.0,18.4,121.0,55,55,75,75
2022-12-18T16:00,29.2,42.4,425.0,11.1,19.5,112.0,56,56,75,75
2022-12-18T17:00,37.6,54.0,733.0,32.5,21.5,85.0,56,56,76,76
2022-12-18T18:00,51.5,73.8,1164.0,62.0,24.0,46.0,59,59,77,77
2022-12-18T19:00,81.3,116.4,1921.0,105.8,30.0,2.0,61,61,79,79
2022-12-18T20:00,90.1,129.0,1923.0,98.7,29.6,4.0,62,62,84,84
2022-12-18T21:00,88.5,126.7,1922.0,88.3,29.1,6.0,65,65,90,90
2022-12-18T22:00,78.0,111.5,1777.0,72.9,27.5,11.0,67,67,96,96
2022-12-18T23:00,63.1,90.3,1443.0,60.1,24.7,17.0,69,69,101,101
2022-12-19T00:00,51.3,73.6,988.0,46.0,21.1,25.0,70,70,105,105
2022-12-19T01:00,45.5,65.2,521.0,30.2,17.5,34.0,71,71,109,109
2022-12-19T02:00,43.8,62.6,412.0,21.4,16.5,40.0,72,72,111,111
2022-12-19T03:00,43.3,61.9,421.0,14.4,16.4,44.0,73,73,114,114
2022-12-19T04:00,43.8,62.6,503.0,11.8,16.6,45.0,74,74,116,116
2022-12-19T05:00,44.7,64.0,615.0,19.4,16.3,35.0,74,74,119,119
2022-12-19T06:00,47.4,68.0,775.0,32.5,16.0,19.0,75,75,121,121
2022-12-19T07:00,66.6,95.2,966.0,49.7,18.5,9.0,76,76,124,124
2022-12-19T08:00,66.8,95.7,853.0,42.5,23.5,22.0,77,77,128,128
2022-12-19T09:00,54.4,78.2,693.0,32.3,30.5,40.0,79,79,132,132
2022-12-19T10:00,43.3,62.4,516.0,20.5,37.9,64.0,80,80,135,135
2022-12-19T11:00,38.6,55.5,453.0,15.1,39.6,79.0,80,80,137,137
2022-12-19T12:00,37.5,53.9,422.0,11.4,39.5,94.0,81,81,138,138
2022-12-19T13:00,36.7,52.9,403.0,9.1,39.2,108.0,81,81,139,139
2022-12-19T14:00,36.6,52.5,351.0,7.4,39.2,116.0,81,81,140,140
2022-12-19T15:00,37.3,53.6,299.0,7.0,39.2,122.0,82,82,141,141
2022-12-19T16:00,40.2,57.7,434.0,17.2,40.0,114.0,82,82,142,142
2022-12-19T17:00,53.6,76.6,844.0,41.9,41.9,85.0,82,82,143,143
2022-12-19T18:00,69.8,100.1,1425.0,75.8,44.4,43.0,83,83,145,145
2022-12-19T19:00,82.2,117.6,1606.0,97.2,50.8,14.0,83,83,147,147
2022-12-19T20:00,83.8,120.1,1543.0,92.0,49.7,14.0,83,83,147,147
2022-12-19T21:00,79.2,113.6,1452.0,84.5,48.0,13.0,83,83,146,146
2022-12-19T22:00,72.9,104.8,1317.0,74.8,45.0,13.0,83,83,145,145
2022-12-19T23:00,65.9,95.2,1201.0,68.7,42.2,13.0,83,83,145,145
2022-12-20T00:00,60.8,88.2,1073.0,62.8,38.8,14.0,83,83,145,145
2022-12-20T01:00,60.3,88.0,945.0,56.5,35.4,15.0,83,83,146,146
2022-12-20T02:00,62.6,91.3,904.0,53.4,34.5,15.0,84,84,148,148
2022-12-20T03:00,65.9,95.7,895.0,51.2,34.3,15.0,84,84,150,150
2022-12-20T04:00,68.7,99.9,913.0,48.8,34.0,14.0,85,85,150,150
2022-12-20T05:00,71.0,103.1,976.0,47.8,32.9,11.0,86,86,151,151
2022-12-20T06:00,73.1,105.7,1067.0,47.2,31.5,8.0,87,87,152,152
2022-12-20T07:00,97.6,141.1,1431.0,82.3,36.2,10.0,88,88,152,152
2022-12-20T08:00,88.5,128.1,1185.0,68.4,34.7,28.0,89,89,153,153
2022-12-20T09:00,58.9,86.6,837.0,48.8,32.3,54.0,89,89,153,153
2022-12-20T10:00,40.9,61.7,471.0,27.2,29.4,85.0,90,90,153,153
2022-12-20T11:00,35.5,53.9,382.0,19.9,27.6,101.0,89,89,153,153
2022-12-20T12:00,36.6,55.3,379.0,16.7,26.0,113.0,89,89,153,153
2022-12-20T13:00,38.5,58.2,402.0,15.1,24.6,125.0,89,89,153,153
2022-12-20T14:00,39.7,59.8,368.0,13.4,24.1,132.0,89,89,153,153
2022-12-20T15:00,41.2,61.9,334.0,12.6,24.0,135.0,89,89,153,153
2022-12-20T16:00,43.1,64.7,436.0,20.0,25.5,127.0,90,90,153,153
2022-12-20T17:00,49.9,74.7,731.0,39.1,28.6,102.0,90,90,153,153
2022-12-20T18:00,68.0,100.6,1146.0,65.5,33.0,67.0,90,90,153,153
2022-12-20T19:00,83.6,122.9,1695.0,98.2,39.8,29.0,89,89,153,153
2022-12-20T20:00,94.3,138.3,1899.0,91.9,41.2,27.0,90,90,153,153
2022-12-20T21:00,101.0,148.5,2183.0,82.8,42.8,23.0,90,90,154,154
2022-12-20T22:00,105.7,155.1,2305.0,71.2,42.5,21.0,91,91,154,154
2022-12-20T23:00,100.1,146.7,1979.0,65.4,37.7,22.0,92,92,155,155
2022-12-21T00:00,75.4,111.3,1435.0,60.5,30.6,25.0,93,93,156,156
2022-12-21T01:00,53.6,78.7,810.0,50.5,23.7,33.0,93,93,156,156
2022-12-21T02:00,39.9,58.1,577.0,36.3,23.5,47.0,93,93,156,156
2022-12-21T03:00,33.1,47.6,440.0,18.8,25.8,64.0,92,92,155,155
2022-12-21T04:00,33.1,47.4,349.0,3.0,28.1,78.0,91,91,155,155
2022-12-21T05:00,34.7,49.7,351.0,4.0,27.8,72.0,90,90,154,154
2022-12-21T06:00,37.3,53.4,415.0,11.4,26.8,58.0,89,89,153,153
2022-12-21T07:00,44.8,64.3,474.0,17.4,25.1,49.0,88,88,152,152
2022-12-21T08:00,46.9,67.1,484.0,14.6,24.1,55.0,86,86,151,151
2022-12-21T09:00,48.8,69.6,499.0,10.9,22.6,65.0,85,85,150,150
2022-12-21T10:00,48.3,69.2,520.0,6.9,21.1,79.0,84,84,149,149
2022-12-21T11:00,48.0,68.7,535.0,5.8,20.6,92.0,84,84,150,150
2022-12-21T12:00,48.4,69.4,551.0,5.7,20.5,107.0,85,85,150,150
2022-12-21T13:00,49.6,70.8,574.0,6.7,20.5,122.0,85,85,151,151
2022-12-21T14:00,49.2,70.3,550.0,6.1,20.5,130.0,86,86,151,151
2022-12-21T15:00,47.3,67.5,515.0,5.7,20.5,135.0,86,86,151,151
2022-12-21T16:00,49.1,70.3,643.0,14.6,21.5,127.0,86,86,151,151
2022-12-21T17:00,62.9,89.6,1001.0,36.8,23.9,100.0,86,86,151,151
2022-12-21T18:00,78.9,112.7,1503.0,67.2,27.0,62.0,87,87,152,152
2022-12-21T19:00,94.3,135.0,2188.0,86.6,31.9,21.0,87,87,152,152
2022-12-21T20:00,103.8,148.5,2357.0,81.3,32.2,19.0,87,87,152,152
2022-12-21T21:00,109.7,156.5,2596.0,73.8,32.5,17.0,88,88,152,152
2022-12-21T22:00,113.9,162.5,2785.0,64.2,32.5,14.0,88,88,152,152
2022-12-21T23:00,113.9,163.0,2728.0,58.7,32.0,12.0,88,88,153,153
2022-12-22T00:00,110.1,157.4,2566.0,53.7,31.0,10.0,89,89,153,153
2022-12-22T01:00,104.5,149.5,2299.0,48.5,29.0,8.0,90,90,154,154
2022-12-22T02:00,97.6,139.7,2068.0,46.3,26.9,7.0,92,92,155,155
2022-12-22T03:00,90.3,129.0,1803.0,45.3,24.2,7.0,94,94,156,156
2022-12-22T04:00,81.5,116.2,1522.0,44.0,21.3,7.0,96,96,157,157
2022-12-22T05:00,73.1,104.5,1442.0,42.8,19.9,5.0,97,97,158,158
2022-12-22T06:00,68.7,98.3,1426.0,41.5,18.9,2.0,98,98,159,159
2022-12-22T07:00,83.4,119.2,1701.0,43.4,21.5,7.0,99,99,160,160
2022-12-22T08:00,75.7,108.0,1441.0,37.0,21.5,24.0,101,101,161,161
2022-12-22T09:00,64.5,92.4,1072.0,27.9,21.5,49.0,102,102,161,161
2022-12-22T10:00,44.8,64.3,667.0,17.5,22.4,80.0,102,102,162,162
2022-12-22T11:00,40.2,57.7,532.0,12.9,24.1,97.0,102,102,162,162
2022-12-22T12:00,39.7,56.9,476.0,9.8,26.5,111.0,102,102,161,161
2022-12-22T13:00,40.7,58.6,448.0,8.4,29.8,125.0,102,102,161,161
2022-12-22T14:00,42.7,61.2,394.0,7.7,31.5,133.0,101,101,161,161
2022-12-22T15:00,44.2,63.6,354.0,8.2,33.2,138.0,101,101,161,161
2022-12-22T16:00,46.8,67.3,519.0,19.5,36.5,130.0,101,101,161,161
2022-12-22T17:00,66.1,94.5,977.0,44.7,41.0,102.0,101,101,161,161
2022-12-22T18:00,84.1,120.1,1618.0,78.8,46.6,62.0,101,101,161,161
2022-12-22T19:00,96.4,137.8,2238.0,121.2,49.2,21.0,101,101,161,161
2022-12-22T20:00,111.3,159.3,2203.0,116.1,49.4,29.0,101,101,161,161
2022-12-22T21:00,129.0,184.4,2155.0,108.8,49.7,41.0,101,101,161,161
2022-12-22T22:00,150.4,215.1,2137.0,101.1,50.1,51.0,102,102,162,162
2022-12-22T23:00,167.6,239.3,2204.0,99.6,50.5,49.0,103,103,162,162
2022-12-23T00:00,180.2,258.0,2312.0,100.1,51.0,42.0,105,105,164,164
2022-12-23T01:00,190.0,271.9,2413.0,97.8,50.9,34.0,107,107,165,165
2022-12-23T02:00,197.0,282.2,2405.0,90.3,50.3,31.0,110,110,167,167
2022-12-23T03:00,201.2,287.8,2358.0,80.2,49.3,30.0,114,114,169,169
2022-12-23T04:00,196.5,281.3,2302.0,69.4,46.7,26.0,117,117,172,172
2022-12-23T05:00,186.3,266.4,2327.0,67.7,42.9,18.0,121,121,174,174
2022-12-23T06:00,176.0,251.5,2372.0,68.7,38.0,8.0,125,125,177,177
2022-12-23T07:00,176.5,252.4,2501.0,95.1,34.5,6.0,128,128,179,179
2022-12-23T08:00,169.0,242.1,2196.0,82.9,34.5,21.0,132,132,181,181
2022-12-23T09:00,155.1,221.7,1761.0,65.4,34.6,42.0,135,135,183,183
2022-12-23T10:00,101.5,145.8,1233.0,43.7,33.7,73.0,138,138,185,185
2022-12-23T11:00,65.7,95.0,957.0,30.8,31.1,98.0,140,140,186,186
2022-12-23T12:00,50.4,73.6,729.0,19.1,27.6,125.0,140,140,187,187
2022-12-23T13:00,43.2,63.3,522.0,9.7,24.5,151.0,141,141,187,187
2022-12-23T14:00,40.6,59.8,455.0,8.2,24.5,159.0,141,141,187,187
2022-12-23T15:00,40.5,59.6,455.0,10.9,25.8,159.0,141,141,187,187
2022-12-23T16:00,44.9,66.1,517.0,22.0,28.4,147.0,141,141,187,187
2022-12-23T17:00,51.2,75.0,625.0,41.2,31.3,121.0,141,141,187,187
2022-12-23T18:00,55.3,80.8,778.0,66.8,34.9,84.0,140,140,187,187
2022-12-23T19:00,50.4,74.0,1010.0,95.1,36.9,37.0,139,139,186,186
2022-12-23T20:00,48.9,72.2,982.0,85.8,35.5,39.0,138,138,185,185
2022-12-23T21:00,47.1,69.6,942.0,72.8,33.7,43.0,136,136,184,184
2022-12-23T22:00,48.0,70.5,912.0,59.5,31.6,44.0,133,133,182,182
2022-12-23T23:00,51.8,75.7,929.0,58.2,31.5,40.0,129,129,180,180
2022-12-24T00:00,56.7,82.4,966.0,61.0,31.9,33.0,126,126,177,177
2022-12-24T01:00,62.2,90.1,1008.0,61.8,31.5,26.0,121,121,174,174
2022-12-24T02:00,68.0,98.0,1008.0,55.8,29.8,25.0,117,117,172,172
2022-12-24T03:00,70.1,101.0,996.0,46.9,27.4,25.0,113,113,169,169
2022-12-24T04:00,71.9,103.6,1018.0,38.8,24.5,24.0,109,109,166,166
2022-12-24T05:00,73.8,106.2,1110.0,40.2,23.3,17.0,104,104,163,163
2022-12-24T06:00,77.1,111.1,1238.0,44.9,22.5,8.0,101,101,161,161
2022-12-24T07:00,84.8,121.5,1296.0,61.7,22.5,10.0,97,97,159,159
2022-12-24T08:00,92.0,131.8,1170.0,54.5,23.7,24.0,94,94,156,156
2022-12-24T09:00,90.1,129.5,989.0,44.1,25.4,45.0,92,92,155,155
2022-12-24T10:00,67.8,97.1,768.0,30.8,26.6,74.0,90,90,153,153
2022-12-24T11:00,50.5,72.4,646.0,22.0,26.0,97.0,88,88,153,153
2022-12-24T12:00,44.0,63.1,541.0,13.7,24.4,122.0,88,88,152,152
2022-12-24T13:00,42.1,60.3,451.0,7.1,23.2,147.0,88,88,152,152
2022-12-24T14:00,42.6,61.2,421.0,5.3,23.7,157.0,88,88,152,152
2022-12-24T15:00,43.8,62.9,421.0,6.2,24.9,162.0,88,88,152,152
2022-12-24T16:00,50.3,72.2,508.0,18.0,27.5,151.0,88,88,152,152
2022-12-24T17:00,62.9,90.3,693.0,43.2,30.6,121.0,88,88,152,152
2022-12-24T18:00,67.5,97.1,948.0,77.2,34.7,77.0,88,88,153,153
2022-12-24T19:00,62.6,90.6,1007.0,95.9,40.7,40.0,89,89,153,153
2022-12-24T20:00,58.9,86.1,979.0,89.3,39.2,38.0,89,89,153,153
2022-12-24T21:00,55.6,82.0,940.0,79.9,37.0,35.0,90,90,153,153
2022-12-24T22:00,55.6,82.4,918.0,70.2,35.0,31.0,90,90,154,154
2022-12-24T23:00,59.8,88.9,952.0,68.8,35.3,27.0,90,90,154,154
2022-12-25T00:00,66.8,99.0,1011.0,69.9,36.3,22.0,90,90,154,154
2022-12-25T01:00,74.0,109.2,1080.0,69.8,37.2,17.0,91,91,154,154
2022-12-25T02:00,80.8,118.5,1098.0,65.9,36.7,15.0,91,91,154,154
2022-12-25T03:00,85.9,125.7,1103.0,60.3,35.7,14.0,92,92,155,155
2022-12-25T04:00,87.5,127.6,1135.0,53.5,34.2,13.0,92,92,155,155
2022-12-25T05:00,88.0,127.6,1234.0,50.6,33.0,9.0,93,93,155,155
2022-12-25T06:00,90.8,131.3,1365.0,48.5,31.7,5.0,93,93,156,156
2022-12-25T07:00,100.8,145.8,1425.0,56.7,31.9,10.0,93,93,156,156
2022-12-25T08:00,96.9,140.2,1215.0,47.6,31.1,33.0,94,94,156,156
2022-12-25T09:00,78.9,115.7,915.0,34.8,30.1,65.0,94,94,156,156
2022-12-25T10:00,51.9,80.1,585.0,20.4,28.2,102.0,94,94,156,156
2022-12-25T11:00,37.3,60.5,472.0,14.9,26.0,118.0,93,93,156,156
2022-12-25T12:00,35.0,57.7,420.0,11.9,23.2,130.0,93,93,156,156
2022-12-25T13:00,34.2,57.3,386.0,10.1,20.7,138.0,93,93,155,155
2022-12-25T14:00,34.1,58.2,360.0,8.8,20.5,141.0,92,92,155,155
2022-12-25T15:00,34.1,59.0,351.0,8.6,21.1,141.0,92,92,155,155
2022-12-25T16:00,32.6,57.6,389.0,14.9,22.6,129.0,92,92,155,155
2022-12-25T17:00,33.9,59.3,495.0,30.5,24.5,102.0,91,91,154,154
2022-12-25T18:00,37.6,64.7,645.0,52.0,26.9,65.0,90,90,154,154
2022-12-25T19:00,34.5,60.1,592.0,50.3,33.2,49.0,89,89,153,153
2022-12-25T20:00,33.3,59.1,566.0,46.7,30.8,49.0,88,88,152,152
2022-12-25T21:00,30.6,55.5,530.0,41.4,27.3,49.0,87,87,152,152
2022-12-25T22:00,29.6,53.9,490.0,35.1,23.5,48.0,86,86,151,151
2022-12-25T23:00,30.6,55.1,479.0,32.2,22.4,47.0,86,86,151,151
2022-12-26T00:00,32.9,58.2,477.0,30.0,21.9,46.0,85,85,150,150
2022-12-26T01:00,35.7,62.2,472.0,27.0,21.6,45.0,84,84,147,147
2022-12-26T02:00,37.7,65.2,459.0,24.1,21.8,45.0,82,82,143,143
2022-12-26T03:00,39.1,67.3,443.0,21.1,22.1,46.0,81,81,139,139
2022-12-26T04:00,40.2,69.2,426.0,17.8,22.3,47.0,79,79,134,134
2022-12-26T05:00,40.2,68.0,421.0,16.5,21.7,45.0,78,78,129,129
2022-12-26T06:00,40.2,67.3,421.0,15.9,20.8,43.0,76,76,124,124
2022-12-26T07:00,51.2,81.7,435.0,17.2,22.7,37.0,74,74,119,119
2022-12-26T08:00,49.4,80.3,416.0,14.1,21.2,51.0,73,73,114,114
2022-12-26T09:00,39.0,68.5,390.0,9.8,19.1,70.0,71,71,109,109
2022-12-26T10:00,34.6,62.6,380.0,7.4,18.5,90.0,70,70,104,104
2022-12-26T11:00,32.0,57.7,415.0,11.4,21.5,95.0,69,69,103,103
2022-12-26T12:00,34.2,60.3,473.0,18.2,26.4,96.0,69,69,102,102
2022-12-26T13:00,40.4,71.0,535.0,26.4,32.3,95.0,69,69,102,102
2022-12-26T14:00,37.8,65.4,550.0,29.6,35.1,94.0,69,69,103,103
2022-12-26T15:00,37.3,64.0,552.0,31.8,37.3,93.0,69,69,103,103
2022-12-26T16:00,38.0,65.9,550.0,34.2,39.4,88.0,69,69,103,103
2022-12-26T17:00,42.1,72.9,550.0,36.7,40.5,81.0,70,70,104,104
2022-12-26T18:00,40.0,68.9,549.0,39.1,41.2,72.0,70,70,105,105
2022-12-26T19:00,38.2,66.1,554.0,45.0,37.8,59.0,70,70,105,105
2022-12-26T20:00,38.8,67.5,545.0,42.5,36.5,60.0,70,70,105,105
2022-12-26T21:00,39.3,68.7,531.0,39.0,34.6,61.0,70,70,106,106
2022-12-26T22:00,38.8,68.0,516.0,34.5,32.0,63.0,71,71,107,107
2022-12-26T23:00,37.1,65.2,511.0,31.9,30.0,64.0,71,71,108,108
2022-12-27T00:00,36.0,63.1,508.0,29.5,28.1,64.0,71,71,109,109
2022-12-27T01:00,36.9,64.0,501.0,26.4,25.9,64.0,71,71,109,109
2022-12-27T02:00,38.5,65.9,492.0,24.0,24.7,64.0,71,71,109,109
2022-12-27T03:00,38.8,65.9,481.0,21.7,23.9,64.0,71,71,109,109
2022-12-27T04:00,39.2,66.8,463.0,19.0,22.7,65.0,71,71,109,109
2022-12-27T05:00,37.8,64.7,448.0,17.3,21.6,67.0,71,71,109,109
2022-12-27T06:00,36.0,62.2,430.0,15.9,20.5,70.0,71,71,109,109
2022-12-27T07:00,39.0,66.1,444.0,18.5,20.5,65.0,71,71,108,108
2022-12-27T08:00,38.4,65.7,414.0,16.0,19.3,76.0,71,71,107,107
2022-12-27T09:00,30.7,54.5,373.0,12.4,17.5,92.0,70,70,106,106
2022-12-27T10:00,26.0,46.1,336.0,9.8,16.5,108.0,70,70,105,105
2022-12-27T11:00,24.0,41.6,342.0,11.1,17.6,111.0,70,70,104,104
2022-12-27T12:00,24.3,41.1,365.0,14.2,19.8,110.0,69,69,103,103
2022-12-27T13:00,25.8,43.4,393.0,17.9,22.6,109.0,69,69,102,102
2022-12-27T14:00,27.3,46.1,400.0,18.9,24.0,111.0,69,69,101,101
2022-12-27T15:00,26.8,46.1,403.0,19.3,25.4,113.0,68,68,100,100
2022-12-27T16:00,29.0,50.8,418.0,20.5,28.1,114.0,68,68,99,99
2022-12-27T17:00,32.7,57.6,447.0,23.0,32.4,111.0,68,68,98,98
2022-12-27T18:00,36.8,66.4,486.0,26.2,37.8,107.0,67,67,97,97
2022-12-27T19:00,37.7,70.8,509.0,27.8,40.9,100.0,67,67,97,97
2022-12-27T20:00,39.7,76.6,518.0,24.3,39.7,104.0,67,67,97,97
2022-12-27T21:00,39.8,77.8,532.0,19.4,37.8,109.0,67,67,97,97
2022-12-27T22:00,40.5,78.7,546.0,14.1,35.4,113.0,67,67,97,97
2022-12-27T23:00,41.1,78.9,551.0,12.4,33.7,111.0,67,67,97,97
2022-12-28T00:00,41.1,77.8,552.0,11.8,32.0,106.0,67,67,97,97
2022-12-28T01:00,40.6,75.9,549.0,11.4,29.9,100.0,68,68,98,98
2022-12-28T02:00,39.9,73.6,540.0,10.9,28.2,96.0,68,68,98,98
2022-12-28T03:00,39.5,71.5,527.0,10.6,26.6,91.0,68,68,98,98
2022-12-28T04:00,38.8,69.4,514.0,10.1,25.7,87.0,68,68,98,98
2022-12-28T05:00,39.2,69.6,505.0,9.4,26.2,86.0,68,68,98,98
2022-12-28T06:00,39.0,68.2,498.0,8.4,27.5,87.0,68,68,98,98
2022-12-28T07:00,47.6,72.6,590.0,6.1,21.5,79.0,68,68,99,99
2022-12-28T08:00,48.7,71.9,616.0,5.9,20.8,74.0,68,68,99,99
2022-12-28T09:00,44.7,65.0,655.0,5.9,19.8,66.0,69,69,100,100
2022-12-28T10:00,39.1,56.5,719.0,8.3,19.6,57.0,69,69,102,102
2022-12-28T11:00,34.2,49.5,782.0,13.9,21.4,52.0,69,69,103,103
2022-12-28T12:00,32.0,46.0,855.0,21.4,24.0,47.0,70,70,104,104
2022-12-28T13:00,34.0,48.8,937.0,29.7,27.2,43.0,70,70,105,105
2022-12-28T14:00,39.0,56.2,981.0,33.2,29.1,42.0,70,70,106,106
2022-12-28T15:00,43.3,62.2,1015.0,35.2,30.8,42.0,71,71,107,107
2022-12-28T16:00,47.0,67.5,1024.0,34.5,30.3,44.0,71,71,109,109
2022-12-28T17:00,48.9,69.8,987.0,29.7,26.1,47.0,72,72,111,111
2022-12-28T18:00,48.7,69.6,923.0,22.2,19.7,51.0,72,72,113,113
2022-12-28T19:00,43.4,62.2,806.0,11.4,12.2,59.0,73,73,114,114
2022-12-28T20:00,36.4,52.2,770.0,10.1,11.2,59.0,73,73,114,114
2022-12-28T21:00,29.4,42.0,719.0,8.4,9.9,60.0,73,73,114,114
2022-12-28T22:00,25.1,36.2,660.0,6.4,8.6,61.0,73,73,113,113
2022-12-28T23:00,25.0,36.6,636.0,5.7,8.5,62.0,72,72,111,111
2022-12-29T00:00,23.1,34.0,622.0,5.3,8.9,64.0,71,71,110,110
2022-12-29T01:00,21.8,32.0,606.0,5.0,9.4,65.0,71,71,108,108
2022-12-29T02:00,22.2,32.6,593.0,4.8,9.7,65.0,70,70,106,106
2022-12-29T03:00,22.0,32.2,582.0,4.7,10.0,65.0,70,70,104,104
2022-12-29T04:00,21.5,31.4,570.0,4.7,10.4,65.0,69,69,102,102
2022-12-29T05:00,22.1,32.2,564.0,4.8,10.7,64.0,69,69,100,100
2022-12-29T06:00,21.9,31.8,560.0,5.1,11.1,63.0,68,68,99,99
2022-12-29T07:00,22.2,32.1,549.0,5.7,11.2,62.0,67,67,97,97
2022-12-29T08:00,21.7,31.7,535.0,5.4,11.6,63.0,67,67,95,95
2022-12-29T09:00,22.5,32.8,515.0,5.1,12.1,65.0,66,66,93,93
2022-12-29T10:00,23.8,34.3,509.0,5.8,14.0,68.0,65,65,91,91
2022-12-29T11:00,25.1,36.2,535.0,8.1,17.2,73.0,64,64,89,89
2022-12-29T12:00,27.6,39.6,579.0,11.2,21.4,78.0,64,64,88,88
2022-12-29T13:00,31.3,44.9,636.0,15.1,25.9,85.0,64,64,88,88
2022-12-29T14:00,35.9,51.3,669.0,17.0,27.3,90.0,64,64,88,88
2022-12-29T15:00,40.2,57.5,701.0,18.5,27.9,94.0,64,64,88,88
2022-12-29T16:00,44.1,63.1,743.0,20.6,28.0,94.0,64,64,87,87
2022-12-29T17:00,48.7,69.6,789.0,23.5,28.1,86.0,64,64,87,87
2022-12-29T18:00,55.4,79.4,839.0,26.9,28.0,73.0,64,64,87,87
2022-12-29T19:00,57.9,82.9,709.0,14.1,17.0,61.0,64,64,88,88
2022-12-29T20:00,52.2,74.5,666.0,12.6,15.5,60.0,64,64,89,89
2022-12-29T21:00,42.6,61.0,604.0,10.4,13.4,59.0,65,65,90,90
2022-12-29T22:00,35.0,50.1,534.0,7.9,11.2,58.0,65,65,91,91
2022-12-29T23:00,29.4,42.1,506.0,6.9,10.6,57.0,66,66,92,92
2022-12-30T00:00,25.9,37.0,490.0,6.4,10.6,57.0,66,66,93,93
2022-12-30T01:00,23.8,34.1,474.0,5.9,10.6,57.0,66,66,93,93
2022-12-30T02:00,23.3,33.6,463.0,5.4,10.2,57.0,66,66,93,93
2022-12-30T03:00,23.2,33.5,456.0,5.1,9.8,58.0,66,66,93,93
2022-12-30T04:00,23.3,33.8,448.0,4.8,9.3,59.0,66,66,93,93
2022-12-30T05:00,22.9,33.2,443.0,4.7,8.9,59.0,66,66,94,94
2022-12-30T06:00,22.8,32.9,439.0,4.8,8.6,59.0,66,66,94,94
2022-12-30T07:00,26.6,38.5,429.0,4.9,8.1,61.0,66,66,94,94
2022-12-30T08:00,25.1,36.2,425.0,4.8,8.0,62.0,66,66,94,94
2022-12-30T09:00,24.4,35.0,419.0,4.6,8.0,64.0,66,66,94,94
2022-12-30T10:00,24.6,35.3,432.0,5.7,9.5,67.0,66,66,95,95
2022-12-30T11:00,27.4,39.1,470.0,8.4,12.8,69.0,66,66,95,95
2022-12-30T12:00,30.3,43.3,524.0,12.1,17.2,72.0,66,66,95,95
