time,pm2_5 (μg/m³),pm10 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI),european_aqi_pm2_5 (EAQI),us_aqi (USAQI),us_aqi_pm2_5 (USAQI)
2025-07-27T14:00,34.5,34.5,631.0,4.3,18.3,200.0,108,108,166,166
2025-07-27T15:00,36.4,36.4,552.0,4.6,19.0,201.0,108,108,165,165
2025-07-27T16:00,40.2,40.2,535.0,7.3,20.7,198.0,107,107,183,165
2025-07-27T17:00,47.0,47.1,635.0,14.0,23.6,189.0,107,107,196,165
2025-07-27T18:00,60.1,60.1,797.0,23.0,27.6,176.0,106,106,198,164
2025-07-27T19:00,70.5,70.5,925.0,35.8,34.1,157.0,106,106,192,164
2025-07-27T20:00,79.6,79.6,980.0,38.9,38.5,137.0,106,106,182,164
2025-07-27T21:00,87.3,87.3,1001.0,43.5,44.8,108.0,106,106,170,164
2025-07-27T22:00,97.3,97.3,1013.0,48.5,50.6,84.0,106,106,164,164
2025-07-27T23:00,108.3,108.3,1015.0,54.2,55.7,68.0,106,106,164,164
2025-07-28T00:00,120.6,120.6,1009.0,60.4,60.4,57.0,106,106,164,164
2025-07-28T01:00,130.4,130.4,1023.0,65.6,62.9,46.0,107,107,165,165
2025-07-28T02:00,140.2,140.2,1085.0,69.4,61.8,33.0,107,107,165,165
2025-07-28T03:00,148.5,148.5,1168.0,72.1,58.5,21.0,108,108,166,166
2025-07-28T04:00,150.4,150.4,1218.0,73.1,55.8,16.0,108,108,166,166
2025-07-28T05:00,165.3,165.3,1208.0,73.2,54.4,15.0,109,109,166,166
2025-07-28T06:00,189.1,189.1,1164.0,71.6,53.6,22.0,110,110,167,167
2025-07-28T07:00,182.1,182.1,1112.0,48.2,43.1,49.0,111,111,168,168
2025-07-28T08:00,154.6,154.6,1056.0,40.1,49.6,109.0,113,113,169,169
2025-07-28T09:00,143.4,143.4,993.0,28.9,58.2,192.0,116,116,171,171
2025-07-28T10:00,119.2,119.2,934.0,19.3,61.6,257.0,118,118,172,172
2025-07-28T11:00,99.2,99.2,884.0,13.1,55.2,288.0,121,121,174,174
2025-07-28T12:00,93.4,93.6,838.0,8.7,43.6,300.0,123,123,175,175
2025-07-28T13:00,88.2,88.2,797.0,5.9,34.1,304.0,124,124,176,176
2025-07-28T14:00,81.5,81.7,738.0,4.2,29.1,301.0,126,126,180,177
2025-07-28T15:00,78.0,78.0,683.0,4.1,26.1,289.0,128,128,210,179
2025-07-28T16:00,75.9,75.9,703.0,7.8,25.2,268.0,129,129,226,179
2025-07-28T17:00,76.6,76.8,889.0,18.6,26.8,233.0,130,130,237,180
2025-07-28T18:00,88.0,88.0,1149.0,33.1,30.4,190.0,131,131,240,181
2025-07-28T19:00,90.3,90.3,1275.0,40.3,35.8,146.0,132,132,235,181
2025-07-28T20:00,92.2,92.2,1133.0,41.4,42.6,129.0,133,133,226,182
2025-07-28T21:00,92.9,92.9,856.0,42.9,51.9,104.0,133,133,214,182
2025-07-28T22:00,94.8,94.8,639.0,44.9,58.0,81.0,134,134,201,182
2025-07-28T23:00,93.8,93.8,561.0,47.4,58.2,62.0,133,133,182,182
2025-07-29T00:00,90.1,90.1,542.0,50.3,55.2,46.0,133,133,182,182
2025-07-29T01:00,87.8,87.8,534.0,52.9,52.1,32.0,132,132,181,181
2025-07-29T02:00,88.5,88.5,505.0,55.7,49.4,21.0,131,131,180,180
2025-07-29T03:00,93.1,93.1,487.0,58.2,46.7,12.0,129,129,179,179
2025-07-29T04:00,98.0,98.0,528.0,58.8,45.2,10.0,127,127,178,178
2025-07-29T05:00,101.3,101.7,687.0,56.5,45.6,12.0,125,125,177,177
2025-07-29T06:00,106.6,106.9,904.0,52.3,47.4,20.0,123,123,175,175
2025-07-29T07:00,104.8,105.2,1049.0,56.5,51.9,33.0,120,120,174,174
2025-07-29T08:00,86.6,87.1,1060.0,51.4,56.1,73.0,118,118,172,172
2025-07-29T09:00,81.0,81.3,999.0,43.9,61.4,130.0,115,115,170,170
2025-07-29T10:00,81.3,81.3,914.0,35.6,62.3,183.0,113,113,169,169
2025-07-29T11:00,67.8,67.8,802.0,25.6,54.8,227.0,112,112,168,168
2025-07-29T12:00,57.0,57.0,667.0,14.8,42.9,267.0,111,111,168,168
2025-07-29T13:00,55.3,55.3,568.0,7.3,33.2,292.0,110,110,167,167
2025-07-29T14:00,53.3,53.3,510.0,4.3,27.9,297.0,109,109,166,166
2025-07-29T15:00,50.8,50.9,487.0,4.7,24.9,287.0,108,108,177,165
2025-07-29T16:00,49.2,49.4,542.0,8.7,23.9,266.0,107,107,207,165
2025-07-29T17:00,54.1,54.2,761.0,19.3,25.9,230.0,106,106,220,164
2025-07-29T18:00,65.2,65.4,1057.0,33.6,30.0,183.0,105,105,227,164
2025-07-29T19:00,78.7,78.7,1221.0,49.3,34.7,132.0,105,105,227,163
2025-07-29T20:00,75.7,75.9,1124.0,45.7,35.7,121.0,104,104,221,163
2025-07-29T21:00,71.7,71.9,894.0,40.8,37.0,105.0,104,104,211,163
2025-07-29T22:00,66.4,66.6,701.0,37.8,37.1,89.0,103,103,196,162
2025-07-29T23:00,60.3,60.3,605.0,38.0,34.8,72.0,102,102,163,162
2025-07-30T00:00,55.1,55.3,546.0,40.1,31.4,55.0,101,101,161,161
2025-07-30T01:00,53.1,53.3,514.0,42.7,29.1,40.0,100,100,160,160
2025-07-30T02:00,53.1,54.2,499.0,46.1,29.0,28.0,98,98,159,159
2025-07-30T03:00,56.2,58.1,510.0,50.1,30.1,18.0,97,97,158,158
2025-07-30T04:00,61.9,64.0,565.0,52.4,31.2,13.0,96,96,158,158
2025-07-30T05:00,76.6,79.2,704.0,52.3,31.7,9.0,95,95,157,157
2025-07-30T06:00,81.7,84.3,887.0,50.6,32.2,10.0,94,94,156,156
2025-07-30T07:00,79.9,81.7,1013.0,46.9,34.0,28.0,93,93,156,156
2025-07-30T08:00,69.4,70.3,1042.0,40.2,39.2,76.0,92,92,155,155
2025-07-30T09:00,67.8,68.0,1014.0,31.6,45.6,141.0,92,92,155,155
2025-07-30T10:00,63.3,63.6,945.0,23.7,48.3,196.0,91,91,155,155
2025-07-30T11:00,62.6,62.6,812.0,16.9,43.9,232.0,91,91,154,154
2025-07-30T12:00,59.4,59.4,639.0,10.9,35.8,257.0,91,91,154,154
2025-07-30T13:00,54.6,54.6,506.0,7.0,29.1,268.0,91,91,154,154
2025-07-30T14:00,49.2,49.2,417.0,5.7,25.2,261.0,91,91,154,154
2025-07-30T15:00,44.7,44.7,370.0,6.6,22.7,241.0,91,91,170,154
2025-07-30T16:00,42.0,42.0,437.0,9.9,22.2,216.0,90,90,202,154
2025-07-30T17:00,45.6,45.6,733.0,16.9,24.7,186.0,90,90,211,154
2025-07-30T18:00,56.2,56.2,1144.0,26.3,29.1,151.0,90,90,214,154
2025-07-30T19:00,75.2,75.2,1397.0,38.6,32.2,105.0,90,90,211,153
2025-07-30T20:00,73.6,73.6,1336.0,41.9,34.1,89.0,89,89,203,153
2025-07-30T21:00,81.5,81.5,1118.0,46.2,36.4,67.0,89,89,179,153
2025-07-30T22:00,93.4,93.4,937.0,48.4,37.1,50.0,90,90,153,153
2025-07-30T23:00,96.4,96.4,863.0,46.9,34.4,42.0,91,91,154,154
2025-07-31T00:00,92.4,92.7,827.0,43.2,30.0,39.0,92,92,155,155
2025-07-31T01:00,73.1,73.1,819.0,38.4,26.3,42.0,93,93,156,156
2025-07-31T02:00,49.6,49.7,847.0,31.6,24.0,54.0,94,94,156,156
2025-07-31T03:00,39.6,39.6,903.0,23.8,22.4,71.0,94,94,156,156
2025-07-31T04:00,42.6,42.7,949.0,19.1,22.2,82.0,93,93,156,156
2025-07-31T05:00,47.0,47.0,978.0,20.8,24.0,77.0,92,92,155,155
2025-07-31T06:00,51.6,51.6,997.0,25.7,27.1,67.0,91,91,155,155
2025-07-31T07:00,56.1,56.1,995.0,28.6,28.2,72.0,90,90,154,154
2025-07-31T08:00,61.5,61.7,969.0,26.0,33.2,102.0,90,90,153,153
2025-07-31T09:00,65.0,65.0,921.0,22.2,39.9,145.0,89,89,153,153
2025-07-31T10:00,54.6,54.7,849.0,18.5,43.0,180.0,89,89,153,153
2025-07-31T11:00,47.0,47.3,721.0,14.5,38.8,201.0,89,89,153,153
2025-07-31T12:00,43.4,43.7,568.0,10.4,31.1,215.0,88,88,153,153
2025-07-31T13:00,44.2,44.6,486.0,8.4,25.4,221.0,88,88,152,152
2025-07-31T14:00,43.9,44.4,540.0,9.1,24.2,220.0,88,88,152,152
2025-07-31T15:00,45.3,46.1,664.0,11.9,25.0,211.0,87,87,154,152
2025-07-31T16:00,46.3,47.5,753.0,16.6,26.5,196.0,87,87,176,152
2025-07-31T17:00,51.7,53.0,754.0,25.0,28.6,172.0,88,88,191,152
2025-07-31T18:00,61.0,62.2,720.0,35.3,31.3,143.0,88,88,195,152
2025-07-31T19:00,64.0,64.3,704.0,43.7,31.0,75.0,88,88,189,152
2025-07-31T20:00,68.2,68.5,720.0,44.7,32.0,65.0,87,87,169,152
2025-07-31T21:00,69.8,70.1,754.0,45.8,33.1,52.0,87,87,152,152
2025-07-31T22:00,69.2,69.4,814.0,44.9,32.6,44.0,87,87,152,152
2025-07-31T23:00,64.5,64.7,939.0,40.1,28.7,45.0,86,86,151,151
2025-08-01T00:00,56.2,56.6,1091.0,33.2,23.0,51.0,85,85,150,150
2025-08-01T01:00,44.1,44.5,1158.0,28.3,19.2,55.0,84,84,148,148
2025-08-01T02:00,37.0,37.6,1054.0,26.7,18.4,54.0,83,83,145,145
2025-08-01T03:00,36.6,37.1,866.0,26.9,19.4,51.0,82,82,144,144
2025-08-01T04:00,36.1,36.4,746.0,28.6,21.7,48.0,82,82,144,144
2025-08-01T05:00,39.3,39.8,789.0,32.8,26.1,42.0,82,82,143,143
2025-08-01T06:00,41.0,41.3,900.0,38.4,31.9,36.0,82,82,142,142
2025-08-01T07:00,34.0,34.5,942.0,34.3,35.8,48.0,82,82,141,141
2025-08-01T08:00,33.6,33.9,836.0,33.0,36.2,53.0,81,81,139,139
2025-08-01T09:00,29.6,29.8,661.0,30.9,36.7,62.0,80,80,136,136
2025-08-01T10:00,28.5,28.6,521.0,27.6,36.2,81.0,79,79,132,132
2025-08-01T11:00,32.9,33.1,447.0,21.9,34.0,119.0,78,78,129,129
2025-08-01T12:00,41.4,41.4,408.0,15.0,30.9,166.0,77,77,128,128
2025-08-01T13:00,40.0,40.0,412.0,10.0,28.1,203.0,77,77,128,128
2025-08-01T14:00,35.0,35.2,468.0,7.1,25.4,223.0,77,77,127,127
2025-08-01T15:00,34.0,34.0,566.0,6.2,23.0,233.0,79,77,126,126
2025-08-01T16:00,34.8,34.8,687.0,9.5,22.6,231.0,78,76,125,125
2025-08-01T17:00,36.4,36.6,854.0,20.1,25.2,211.0,76,76,147,124
2025-08-01T18:00,49.7,49.8,1043.0,35.0,29.7,180.0,76,76,171,122
2025-08-01T19:00,46.2,47.3,1160.0,33.6,20.6,87.0,75,75,187,121
2025-08-01T20:00,47.8,48.7,1139.0,35.8,22.8,77.0,75,75,182,119
2025-08-01T21:00,55.1,55.9,1046.0,39.2,25.9,63.0,74,74,168,117
2025-08-01T22:00,61.5,62.2,982.0,43.1,28.8,50.0,73,73,144,116
2025-08-01T23:00,68.9,69.8,983.0,48.6,31.7,39.0,73,73,115,115
2025-08-02T00:00,82.0,82.9,1012.0,54.7,34.4,29.0,73,73,115,115
2025-08-02T01:00,81.7,82.4,1066.0,58.4,35.7,21.0,74,74,118,118
2025-08-02T02:00,74.3,75.0,1167.0,57.9,34.3,15.0,75,75,122,122
2025-08-02T03:00,69.8,70.3,1292.0,55.0,31.4,11.0,77,77,126,126
2025-08-02T04:00,74.0,74.7,1368.0,52.5,30.1,13.0,78,78,129,129
2025-08-02T05:00,84.3,85.4,1362.0,52.7,32.0,18.0,79,79,133,133
2025-08-02T06:00,101.3,102.9,1307.0,53.3,35.5,28.0,81,81,138,138
2025-08-02T07:00,58.4,59.1,1234.0,37.4,30.2,53.0,83,83,144,144
2025-08-02T08:00,53.8,53.9,1154.0,30.8,31.0,96.0,83,83,147,147
2025-08-02T09:00,47.8,48.0,1056.0,21.7,31.9,155.0,84,84,149,149
2025-08-02T10:00,37.3,37.4,939.0,14.1,31.5,202.0,85,85,150,150
2025-08-02T11:00,32.7,32.9,782.0,9.7,28.5,223.0,85,85,150,150
2025-08-02T12:00,32.2,32.5,607.0,6.8,24.1,230.0,85,85,150,150
2025-08-02T13:00,33.2,33.5,475.0,5.3,21.0,236.0,85,85,150,150
2025-08-02T14:00,34.3,34.8,409.0,4.5,19.7,246.0,84,84,150,150
2025-08-02T15:00,37.3,37.8,387.0,5.1,19.6,253.0,84,84,167,150
2025-08-02T16:00,41.7,42.4,403.0,8.2,21.6,252.0,84,84,199,150
2025-08-02T17:00,49.7,50.5,480.0,16.1,27.2,238.0,85,85,210,150
2025-08-02T18:00,63.8,64.7,596.0,26.5,35.0,216.0,85,85,216,151
2025-08-02T19:00,65.4,66.6,677.0,33.6,36.6,169.0,86,86,217,151
2025-08-02T20:00,70.5,71.5,690.0,35.8,40.4,146.0,86,86,213,151
2025-08-02T21:00,71.7,72.9,668.0,39.0,45.5,113.0,87,87,207,152
2025-08-02T22:00,71.9,73.3,634.0,41.9,48.6,85.0,88,88,198,152
2025-08-02T23:00,72.4,73.8,587.0,44.2,47.6,66.0,88,88,172,152
2025-08-03T00:00,69.8,71.2,528.0,46.3,44.6,52.0,88,88,152,152
2025-08-03T01:00,68.7,70.3,480.0,48.5,41.8,39.0,88,88,152,152
2025-08-03T02:00,69.8,71.9,434.0,51.4,39.8,26.0,87,87,152,152
2025-08-03T03:00,73.1,75.0,399.0,54.5,38.0,16.0,87,87,152,152
2025-08-03T04:00,77.8,79.9,433.0,56.0,37.4,11.0,87,87,152,152
2025-08-03T05:00,83.4,86.4,621.0,56.0,38.8,11.0,87,87,152,152
2025-08-03T06:00,85.9,90.1,877.0,54.5,41.4,17.0,87,87,152,152
2025-08-03T07:00,90.8,93.6,999.0,51.0,48.1,40.0,87,87,152,152
2025-08-03T08:00,84.1,86.1,854.0,41.7,47.6,90.0,88,88,152,152
2025-08-03T09:00,78.5,81.0,575.0,28.6,46.5,158.0,89,89,153,153
2025-08-03T10:00,57.4,60.5,358.0,17.9,43.3,208.0,90,90,154,154
2025-08-03T11:00,48.5,52.2,282.0,11.6,36.2,225.0,91,91,154,154
2025-08-03T12:00,42.1,45.9,268.0,7.6,27.0,224.0,91,91,154,154
2025-08-03T13:00,35.9,39.2,275.0,5.3,19.6,215.0,91,91,155,155
2025-08-03T14:00,27.9,31.1,290.0,3.7,15.1,198.0,91,91,155,155
2025-08-03T15:00,22.4,25.1,325.0,3.8,12.5,172.0,91,91,155,155
2025-08-03T16:00,21.2,23.4,376.0,8.1,12.4,145.0,91,91,175,154
2025-08-03T17:00,25.6,27.2,459.0,19.8,16.2,118.0,90,90,184,154
2025-08-03T18:00,34.2,35.6,558.0,35.6,22.6,91.0,89,89,177,153
2025-08-03T19:00,41.2,41.8,621.0,39.9,37.9,101.0,88,88,159,153
2025-08-03T20:00,46.6,47.1,622.0,43.7,41.1,80.0,87,87,152,152
2025-08-03T21:00,47.4,48.0,587.0,48.6,45.2,50.0,87,87,152,152
2025-08-03T22:00,47.8,48.9,541.0,49.8,45.7,29.0,86,86,151,151
2025-08-03T23:00,43.4,44.7,487.0,43.6,38.9,24.0,85,85,150,150
2025-08-04T00:00,34.0,35.9,423.0,33.7,28.5,26.0,84,84,149,149
2025-08-04T01:00,28.1,30.5,366.0,26.2,20.6,28.0,83,83,145,145
2025-08-04T02:00,26.6,29.6,305.0,23.7,17.8,26.0,82,82,141,141
2025-08-04T03:00,27.5,31.1,252.0,23.6,17.6,24.0,80,80,137,137
2025-08-04T04:00,29.3,33.4,258.0,24.1,18.4,24.0,79,79,132,132
2025-08-04T05:00,31.4,36.1,387.0,25.7,20.3,23.0,77,77,127,127
2025-08-04T06:00,34.8,39.9,574.0,28.0,23.1,23.0,75,75,121,121
2025-08-04T07:00,42.1,47.0,678.0,27.9,25.0,34.0,74,74,116,116
2025-08-04T08:00,39.8,46.6,613.0,23.1,25.1,66.0,72,72,111,111
2025-08-04T09:00,36.0,44.7,465.0,15.9,24.2,109.0,70,70,106,106
2025-08-04T10:00,31.3,41.3,345.0,10.2,22.5,142.0,69,69,102,102
2025-08-04T11:00,28.3,38.3,295.0,7.3,19.6,154.0,68,68,99,99
2025-08-04T12:00,26.8,36.3,273.0,5.9,15.9,156.0,67,67,98,98
2025-08-04T13:00,26.4,34.9,267.0,5.5,13.3,154.0,67,67,96,96
2025-08-04T14:00,26.5,34.1,241.0,4.9,12.3,153.0,67,67,95,95
2025-08-04T15:00,26.4,33.4,231.0,5.3,12.4,149.0,67,67,95,95
2025-08-04T16:00,27.8,34.2,326.0,10.2,14.2,139.0,67,67,97,96
2025-08-04T17:00,36.3,41.7,637.0,23.6,18.6,117.0,67,67,112,96
2025-08-04T18:00,49.5,54.4,1054.0,41.4,24.6,89.0,67,67,114,97
2025-08-04T19:00,48.1,49.9,1338.0,45.5,28.6,72.0,68,68,103,99
2025-08-04T20:00,50.5,52.4,1372.0,50.0,31.9,57.0,68,68,99,99
2025-08-04T21:00,54.8,57.0,1272.0,55.9,36.4,36.0,68,68,99,99
2025-08-04T22:00,66.4,68.5,1152.0,57.4,38.2,24.0,68,68,100,100
2025-08-04T23:00,48.7,49.8,1043.0,50.3,35.1,30.0,69,69,102,102
2025-08-05T00:00,39.7,40.4,914.0,38.8,29.4,45.0,69,69,103,103
2025-08-05T01:00,38.5,39.1,782.0,30.1,24.7,55.0,69,69,103,103
2025-08-05T02:00,39.1,39.8,613.0,27.2,22.3,54.0,70,70,104,104
2025-08-05T03:00,38.9,39.5,440.0,27.1,20.9,48.0,70,70,106,106
2025-08-05T04:00,37.7,38.4,381.0,27.6,20.3,42.0,71,71,107,107
2025-08-05T05:00,38.0,38.8,552.0,28.2,20.3,37.0,71,71,108,108
2025-08-05T06:00,41.4,42.3,836.0,29.5,21.2,32.0,71,71,108,108
2025-08-05T07:00,63.3,65.7,999.0,43.4,25.5,10.0,71,71,109,109
2025-08-05T08:00,58.8,61.5,909.0,40.2,30.0,26.0,72,72,111,111
2025-08-05T09:00,51.0,52.9,698.0,35.6,36.0,49.0,73,73,113,113
2025-08-05T10:00,42.6,44.5,521.0,31.3,39.7,70.0,73,73,115,115
2025-08-05T11:00,37.1,39.2,417.0,27.3,38.6,87.0,74,74,116,116
2025-08-05T12:00,37.6,39.8,349.0,23.6,35.1,102.0,74,74,117,117
2025-08-05T13:00,40.5,43.0,358.0,21.7,32.6,113.0,74,74,118,118
2025-08-05T14:00,49.4,51.8,481.0,21.6,32.1,120.0,75,75,119,119
2025-08-05T15:00,52.7,54.5,683.0,23.3,32.4,123.0,75,75,122,122
2025-08-05T16:00,58.9,60.8,897.0,28.2,33.8,121.0,76,76,125,125
2025-08-05T17:00,66.4,68.5,1125.0,39.8,37.3,111.0,77,77,128,128
2025-08-05T18:00,74.3,76.4,1366.0,54.6,41.8,96.0,78,78,131,131
2025-08-05T19:00,113.9,119.2,1555.0,62.7,59.5,115.0,79,79,134,134
2025-08-05T20:00,134.6,140.2,1669.0,69.2,61.6,92.0,81,81,140,140
2025-08-05T21:00,151.8,157.4,1731.0,78.2,64.4,61.0,84,84,149,149
2025-08-05T22:00,167.2,172.3,1744.0,84.9,65.4,36.0,87,87,152,152
2025-08-05T23:00,186.3,193.2,1699.0,87.6,63.3,25.0,91,91,154,154
2025-08-06T00:00,179.7,187.2,1607.0,88.0,59.4,20.0,95,95,157,157
2025-08-06T01:00,171.4,178.8,1498.0,86.1,55.7,18.0,100,100,160,160
2025-08-06T02:00,164.8,172.8,1372.0,80.5,52.6,17.0,104,104,163,163
2025-08-06T03:00,153.2,160.7,1231.0,72.6,49.7,17.0,109,109,166,166
2025-08-06T04:00,144.4,150.9,1110.0,66.3,47.3,18.0,112,112,168,168
2025-08-06T05:00,139.7,146.2,1004.0,64.0,45.1,14.0,116,116,171,171
2025-08-06T06:00,128.1,133.2,919.0,63.4,43.3,10.0,119,119,173,173
2025-08-06T07:00,141.6,147.1,909.0,74.3,64.7,21.0,122,122,175,175
2025-08-06T08:00,131.8,137.4,1059.0,69.5,65.9,31.0,125,125,177,177
2025-08-06T09:00,114.1,119.0,1285.0,62.5,67.4,45.0,127,127,178,178
2025-08-06T10:00,91.5,96.6,1385.0,55.2,66.9,64.0,129,129,180,180
2025-08-06T11:00,81.5,86.4,1220.0,47.7,62.5,88.0,131,131,181,181
2025-08-06T12:00,80.6,85.2,929.0,39.9,56.1,117.0,133,133,182,182
2025-08-06T13:00,80.3,84.8,730.0,33.1,50.9,144.0,134,134,183,183
2025-08-06T14:00,72.9,76.8,681.0,26.5,48.0,173.0,135,135,183,183
2025-08-06T15:00,68.2,71.7,723.0,21.0,46.5,200.0,136,136,184,184
2025-08-06T16:00,66.8,70.1,896.0,20.4,46.4,209.0,137,137,184,184
2025-08-06T17:00,66.6,69.4,1359.0,28.8,48.8,186.0,137,137,184,184
2025-08-06T18:00,77.3,79.6,1954.0,42.2,52.8,145.0,137,137,185,185
2025-08-06T19:00,78.0,79.4,2242.0,43.6,44.6,129.0,137,137,185,185
2025-08-06T20:00,85.0,86.1,1925.0,44.4,42.7,106.0,136,136,184,184
2025-08-06T21:00,81.0,81.7,1302.0,45.5,40.0,75.0,134,134,183,183
2025-08-06T22:00,72.4,73.6,830.0,45.9,36.6,50.0,132,132,181,181
2025-08-06T23:00,65.4,66.6,714.0,45.0,32.0,38.0,129,129,179,179
2025-08-07T00:00,61.7,62.6,749.0,43.5,26.7,31.0,125,125,176,176
2025-08-07T01:00,58.0,59.3,774.0,42.7,22.9,26.0,121,121,174,174
2025-08-07T02:00,53.8,55.9,707.0,43.6,21.5,19.0,117,117,171,171
2025-08-07T03:00,53.6,55.3,629.0,45.3,21.5,14.0,113,113,169,169
2025-08-07T04:00,54.7,56.3,623.0,45.9,22.7,11.0,110,110,167,167
2025-08-07T05:00,57.0,58.4,772.0,45.1,25.4,9.0,107,107,165,165
2025-08-07T06:00,58.4,59.8,993.0,43.2,29.3,11.0,104,104,163,163
2025-08-07T07:00,59.5,61.0,1115.0,40.1,32.5,25.0,102,102,161,161
2025-08-07T08:00,55.2,57.4,1032.0,35.1,34.8,59.0,99,99,160,160
2025-08-07T09:00,50.2,51.3,850.0,28.8,36.4,105.0,96,96,158,158
2025-08-07T10:00,45.3,45.5,715.0,22.8,36.7,150.0,94,94,157,157
2025-08-07T11:00,45.5,45.9,698.0,16.7,34.6,193.0,93,93,156,156
2025-08-07T12:00,48.4,48.8,729.0,10.9,31.0,235.0,92,92,155,155
2025-08-07T13:00,50.5,51.0,741.0,7.5,28.5,261.0,91,91,154,154
2025-08-07T14:00,51.1,51.5,634.0,6.5,27.3,263.0,90,90,153,153
2025-08-07T15:00,50.1,50.5,508.0,8.0,27.0,249.0,89,89,153,153
2025-08-07T16:00,51.8,52.3,596.0,14.4,29.0,226.0,88,88,179,152
2025-08-07T17:00,55.9,56.3,1178.0,30.1,35.2,191.0,88,88,202,152
2025-08-07T18:00,79.9,80.1,1973.0,50.7,43.7,147.0,87,87,208,152
2025-08-07T19:00,65.9,66.4,2374.0,44.7,34.3,88.0,87,87,208,152
2025-08-07T20:00,72.9,73.6,1988.0,45.9,34.8,73.0,87,87,201,152
2025-08-07T21:00,68.7,69.6,1208.0,47.6,35.4,52.0,87,87,176,151
2025-08-07T22:00,63.1,64.0,599.0,48.6,35.2,35.0,86,86,151,151
2025-08-07T23:00,57.2,58.1,401.0,48.2,33.5,27.0,86,86,151,151
2025-08-08T00:00,52.7,54.2,374.0,47.1,31.1,24.0,86,86,151,151
2025-08-08T01:00,52.4,55.3,367.0,46.5,29.1,21.0,85,85,151,151
2025-08-08T02:00,56.6,59.5,318.0,47.5,28.0,16.0,85,85,150,150
2025-08-08T03:00,60.1,62.9,289.0,48.9,27.4,12.0,85,85,151,151
2025-08-08T04:00,60.8,63.6,310.0,48.6,26.9,11.0,85,85,151,151
2025-08-08T05:00,61.5,64.3,431.0,45.2,26.0,12.0,86,86,151,151
2025-08-08T06:00,63.6,66.4,602.0,40.0,25.3,16.0,86,86,151,151
2025-08-08T07:00,46.2,48.5,700.0,29.3,21.4,34.0,86,86,151,151
2025-08-08T08:00,39.0,42.3,653.0,27.0,24.4,60.0,86,86,151,151
2025-08-08T09:00,37.4,41.4,532.0,23.6,28.5,96.0,85,85,150,150
2025-08-08T10:00,33.9,35.3,428.0,19.7,30.7,132.0,85,85,150,150
2025-08-08T11:00,36.3,36.9,370.0,14.9,29.3,166.0,84,84,149,149
2025-08-08T12:00,37.5,37.8,329.0,9.6,26.2,200.0,84,84,148,148
2025-08-08T13:00,36.9,37.1,305.0,5.9,23.4,223.0,84,84,147,147
2025-08-08T14:00,35.6,36.0,291.0,4.2,21.5,232.0,83,83,146,146
2025-08-08T15:00,36.0,36.2,293.0,4.1,20.1,230.0,83,83,144,144
2025-08-08T16:00,35.3,35.5,331.0,7.0,20.1,218.0,82,82,151,143
2025-08-08T17:00,38.4,38.6,446.0,15.2,22.6,191.0,82,82,176,141
2025-08-08T18:00,47.0,47.3,597.0,26.4,26.6,154.0,81,81,191,139
2025-08-08T19:00,55.9,55.9,683.0,36.3,31.4,129.0,80,80,195,136
2025-08-08T20:00,54.1,54.4,646.0,37.3,32.7,109.0,80,80,189,135
2025-08-08T21:00,50.8,51.2,544.0,38.7,34.5,82.0,79,79,174,133
2025-08-08T22:00,48.8,49.4,452.0,39.3,34.7,60.0,78,78,152,131
2025-08-08T23:00,44.9,45.4,392.0,38.5,32.1,48.0,78,78,129,129
2025-08-09T00:00,39.1,40.3,342.0,37.0,28.0,42.0,77,77,128,128
2025-08-09T01:00,34.6,36.0,310.0,35.9,24.7,37.0,77,77,127,127
2025-08-09T02:00,32.7,34.0,289.0,35.9,22.9,33.0,76,76,125,125
2025-08-09T03:00,33.5,34.8,286.0,36.3,21.8,30.0,76,76,122,122
2025-08-09T04:00,36.0,37.3,330.0,36.3,21.7,29.0,75,75,120,120
2025-08-09T05:00,40.3,41.7,479.0,36.1,22.9,25.0,74,74,117,117
2025-08-09T06:00,46.0,47.5,676.0,35.4,24.9,21.0,73,73,115,115
2025-08-09T07:00,43.3,45.2,777.0,28.4,20.9,39.0,73,73,113,113
2025-08-09T08:00,42.1,45.1,691.0,26.9,26.0,69.0,72,72,113,113
2025-08-09T09:00,44.8,49.2,510.0,24.7,32.8,111.0,73,73,113,113
2025-08-09T10:00,41.8,44.0,363.0,21.5,36.0,147.0,73,73,114,114
2025-08-09T11:00,37.3,38.1,301.0,16.2,32.2,172.0,73,73,115,115
2025-08-09T12:00,36.2,37.1,275.0,9.9,24.8,192.0,73,73,115,115
2025-08-09T13:00,35.6,36.6,264.0,5.6,18.8,203.0,73,73,115,115
2025-08-09T14:00,34.0,34.9,254.0,4.0,15.8,203.0,73,73,114,114
2025-08-09T15:00,32.9,33.9,260.0,4.4,14.3,194.0,73,73,114,114
2025-08-09T16:00,32.9,33.9,310.0,7.8,14.8,181.0,73,73,141,114
2025-08-09T17:00,41.0,41.8,454.0,16.7,18.8,163.0,73,73,161,114
2025-08-09T18:00,53.3,54.0,642.0,28.6,24.9,142.0,73,73,169,114
2025-08-09T19:00,52.7,52.9,754.0,36.8,26.2,124.0,73,73,169,115
2025-08-09T20:00,50.4,50.6,721.0,35.1,25.8,111.0,73,73,161,114
2025-08-09T21:00,46.0,46.8,612.0,32.7,25.2,94.0,73,73,147,114
